author_id,pub_id,title,year,num_citations,url,date_scraped
QW-eo0MAAAAJ,QW-eo0MAAAAJ:An6A6Jpfc1oC,A scoping review of National and International Open Science Action Plans,,0,https://osf.io/dre3b/resources,2025-10-27 01:54:44
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Hck25ST_3aIC,The Impact of COVID-19 on the Debate on Open Science,,0,https://thestacks.libaac.de/entities/publication/e70a4641-87b1-4894-908a-22300f5b96b2,2025-10-27 01:54:48
QW-eo0MAAAAJ,QW-eo0MAAAAJ:eO3_k5sD8BwC,Comunicado de imprensa como indicador de atenção social qualificada da ciência: a construção de um banco de dados e suas potencialidades,,0,https://search.proquest.com/openview/87716f94569bb5d4697c5fd82747863a/1?pq-origsite=gscholar&cbl=5008010,2025-10-27 01:54:52
QW-eo0MAAAAJ,QW-eo0MAAAAJ:EPG8bYD4jVwC,Acceso abierto en Argentina. Una propuesta para el monitoreo de las publicaciones científicas con OpenAlex,,0,http://dspace5.filo.uba.ar/handle/filodigital/17740,2025-10-27 01:54:56
QW-eo0MAAAAJ,QW-eo0MAAAAJ:5bg8sr1QxYwC,Making science public: a review of journalists’ use of Open Science research,,0,https://search.proquest.com/openview/4691de1897e57270bd5446ceac688646/1?pq-origsite=gscholar&cbl=2045578,2025-10-27 01:54:59
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Br1UauaknNIC,Social media and altmetrics,,0,https://www.elgaronline.com/abstract/edcoll/9781800372542/9781800372542.00020.xml,2025-10-27 01:55:03
QW-eo0MAAAAJ,QW-eo0MAAAAJ:rbm3iO8VlycC,User-centred design in indicator development: Involving the biomedical community in building an open science dashboard,,0,https://juser.fz-juelich.de/record/1027206/files/62.pdf,2025-10-27 01:55:06
QW-eo0MAAAAJ,QW-eo0MAAAAJ:KaMxkj08jr0C,El presente y el futuro del Open Journal Systems (OJS),,0,https://sedici.unlp.edu.ar/handle/10915/148879,2025-10-27 01:55:10
QW-eo0MAAAAJ,QW-eo0MAAAAJ:wKETBy42zhYC,Presenting Preprints: Are Library Publishers the New Facebook?,,0,https://eprints.bbk.ac.uk/id/eprint/44277/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+OATP-Primary+%28OATP+primary%29,2025-10-27 01:55:14
QW-eo0MAAAAJ,QW-eo0MAAAAJ:HhcuHIWmDEUC,2 A Stewardship Approach to Theorizing Open Data for Development,,0,https://pure.eur.nl/ws/portalfiles/portal/74824574/Critical_Perspectives_on_Open_Development_Empirical_Interrogation_of_Theory_Construction.pdf#page=40,2025-10-27 01:55:17
QW-eo0MAAAAJ,QW-eo0MAAAAJ:1DsIQWDZLl8C,13 Three Problems Facing Civil Society Organizations in the Development Sector in Adopting Open Institutional Design,,0,https://idl-bnc-idrc.dspacedirect.org/bitstream/handle/10625/59698/IDL-59698.pdf#page=258,2025-10-27 01:55:21
QW-eo0MAAAAJ,QW-eo0MAAAAJ:yqoGN6RLRZoC,Failure of Access: Rethinking Open Education-Panel Discussion,,0,https://summit.sfu.ca/item/17140,2025-10-27 01:55:24
QW-eo0MAAAAJ,QW-eo0MAAAAJ:r_AWSJRzSzQC,Failure of Access: Rethinking Open Education-Keynote Presentation,,0,https://summit.sfu.ca/item/17141,2025-10-27 01:55:28
QW-eo0MAAAAJ,QW-eo0MAAAAJ:GFxP56DSvIMC,Acknowledgement to Reviewers of Publications in,,0,https://search.proquest.com/openview/2e50185bb99264f03416c02ca7a6f970/1?pq-origsite=gscholar&cbl=2032342,2025-10-27 01:55:31
QW-eo0MAAAAJ,QW-eo0MAAAAJ:dBIO0h50nwkC,Envisioning a World Beyond APCs/BPCs,,0,https://kuscholarworks.ku.edu/entities/publication/26bbdbc8-d9d6-4f0c-acd6-fdac1bfda22b,2025-10-27 01:55:35
QW-eo0MAAAAJ,QW-eo0MAAAAJ:CaZNVDsoPx4C,Los retos del acceso abierto a las publicaciones científicas: una mirada desde la perspectiva de los diferentes actores,,0,https://repositorio.usil.edu.pe/items/3a037841-3d1c-49dc-bcc8-e801bb9f0942,2025-10-27 01:55:38
QW-eo0MAAAAJ,QW-eo0MAAAAJ:zCSUwVk65WsC,¿ Quién lee las revistas de acceso abierto de América Latina?,,0,https://scholar.google.com/scholar?cluster=2515626081852126093&hl=en&oi=scholarr,2025-10-27 01:55:42
QW-eo0MAAAAJ,QW-eo0MAAAAJ:6_hjMsCP8ZoC,How to reach a wider audience for your research,,0,https://search.proquest.com/openview/09442e8907a4f92a0089b4bfc78f45e1/1?pq-origsite=gscholar&cbl=5572319,2025-10-27 01:55:45
QW-eo0MAAAAJ,QW-eo0MAAAAJ:8d8msizDQcsC,Open Access Week 2015: Open for Collaboration,,0,https://scholar.google.com/scholar?cluster=12790890604288427518&hl=en&oi=scholarr,2025-10-27 01:55:48
QW-eo0MAAAAJ,QW-eo0MAAAAJ:hsZV8lGYWTMC,Aslib Journal of Information Management,,0,https://scholar.google.com/scholar?cluster=9247075652987496823&hl=en&oi=scholarr,2025-10-27 01:55:52
QW-eo0MAAAAJ,QW-eo0MAAAAJ:5qfkUJPXOUwC,Science without borders: are technology and policy limiting internationalization?,,0,https://www.researchtrends.com/cgi/viewcontent.cgi?article=1176&context=researchtrends,2025-10-27 01:55:55
QW-eo0MAAAAJ,QW-eo0MAAAAJ:lgwcVrK6X84C,Smarter Scholarly Texts within OJS: Open XML Production and More,,0,https://scholar.google.com/scholar?cluster=12877022344363464935&hl=en&oi=scholarr,2025-10-27 01:55:59
QW-eo0MAAAAJ,QW-eo0MAAAAJ:_FxGoFyzp5QC,Viejos y Nuevos Desafíos Para las Publicaciones Académicas en Español,,0,,2025-10-27 01:56:02
QW-eo0MAAAAJ,QW-eo0MAAAAJ:sNmaIFBj_lkC,Educación Superior y Sociedad,,0,https://www.academia.edu/download/56913437/Jorge_Delgado_-_ESS_2011162_-_Eng_plus_Spa.pdf,2025-10-27 01:56:06
QW-eo0MAAAAJ,QW-eo0MAAAAJ:UmS_249rOGwC,De Acceso Abierto a Ciencia Abierta: Lecciones de PKP en América Latina,,0,https://preprints.scielo.org/index.php/scielo/preprint/view/13026,2025-10-27 01:56:10
QW-eo0MAAAAJ,QW-eo0MAAAAJ:HJSXoJQnj-YC,ScholCommLab co-director receives funding to analyze patterns of how research data is cited and reused,,0,https://www.scholcommlab.ca/author/scholcommlab/page/2/,2025-10-27 01:56:14
QW-eo0MAAAAJ,QW-eo0MAAAAJ:U4n9YNQMCAIC,Green Open Access,,0,https://pdfs.semanticscholar.org/eb99/607a6935837d87851be6427c17fd440f2e0c.pdf,2025-10-27 01:56:21
QW-eo0MAAAAJ,QW-eo0MAAAAJ:jgBuDB5drN8C,Delayed Open Access,,0,https://pdfs.semanticscholar.org/fba2/f178b4bbbd2a03dd17168c3c837caea67927.pdf,2025-10-27 01:56:24
QW-eo0MAAAAJ,QW-eo0MAAAAJ:1lhNe0rCu4AC,"Analyzing Preprints: The challenges of working with metadata from bioRxiv October 10, 2019| In Blog, Preliminary Findings, Research",,0,https://www.scholcommlab.ca/2019/10/10/preprints-challenges-part-three/,2025-10-27 01:56:28
QW-eo0MAAAAJ,QW-eo0MAAAAJ:otzGkya1bYkC,Comparing public and private Facebook activity linking to PLOS ONE papers,,0,https://scholar.google.com/scholar?cluster=13597243711844025289&hl=en&oi=scholarr,2025-10-27 01:56:32
QW-eo0MAAAAJ,QW-eo0MAAAAJ:buQ7SEKw-1sC,"Do universities reward the public dimensions of faculty work? An analysis of review, promotion, and tenure documents",,0,https://www.scholcommlab.ca/wp-content/uploads/2018/09/Publicness-in-RPT.pdf,2025-10-27 01:56:36
QW-eo0MAAAAJ,QW-eo0MAAAAJ:6yz0xqPARnAC,"The evaluation of scholarship in academic promotion and tenure processes: Past, present, and future [version 1; referees",,0,https://scholar.google.com/scholar?cluster=3965415486587237154&hl=en&oi=scholarr,2025-10-27 01:56:40
QW-eo0MAAAAJ,QW-eo0MAAAAJ:ODE9OILHJdcC,"GeoNetViz: Geography, Networks, and Multilevel Data: An Accessible Visualization Tool for Social Scientists",,0,https://scholar.google.com/scholar?cluster=12291843992343513759&hl=en&oi=scholarr,2025-10-27 01:56:44
QW-eo0MAAAAJ,QW-eo0MAAAAJ:DJbcl8HfkQkC,Comparing topics of interest in forum discussions and research articles in search of new indicators of the public’s interest in Diabetes,,0,https://scholar.google.com/scholar?cluster=314636451655301902&hl=en&oi=scholarr,2025-10-27 01:56:47
QW-eo0MAAAAJ,QW-eo0MAAAAJ:mlAyqtXpCwEC,"Hebe Vessuri, Open Access in Latin America: a Paragon for the Rest of the World, The Winnower 2: e143982. 27959, 2015, DOI: 10.15200/winn. 143982.27959 Alperin et al",,0,https://www.academia.edu/download/111540639/25921d9d169c8625dd162fcbbdfd5339a20a.pdf,2025-10-27 01:56:51
QW-eo0MAAAAJ,QW-eo0MAAAAJ:_5tno0g5mFcC,Las limitaciones de los indicadores bibliometricos y las oportunidades del acceso abierto en América Latina,,0,https://scholar.google.com/scholar?cluster=3536449376998367984&hl=en&oi=scholarr,2025-10-27 01:56:56
